ensembl_gene_id	gene_biotype	external_gene_name
ENSMFAG00000037680	protein_coding	
ENSMFAG00000037922	protein_coding	AVEN
ENSMFAG00000037924	protein_coding	
ENSMFAG00000038049	protein_coding	
ENSMFAG00000038051	protein_coding	TGM7
ENSMFAG00000038054	protein_coding	EMC7
ENSMFAG00000038063	pseudogene	
ENSMFAG00000038142	protein_coding	KATNBL1
ENSMFAG00000038174	protein_coding	PIGB
ENSMFAG00000038253	protein_coding	
ENSMFAG00000038315	protein_coding	HYPK
ENSMFAG00000038376	protein_coding	SLC27A2
ENSMFAG00000038397	protein_coding	CYFIP1
ENSMFAG00000038412	protein_coding	CYP19A1
ENSMFAG00000038451	protein_coding	EMC4
ENSMFAG00000038504	protein_coding	PLA2G4F
ENSMFAG00000038568	protein_coding	SHC4
ENSMFAG00000038584	protein_coding	MTMR10
ENSMFAG00000038614	protein_coding	CTDSPL2
ENSMFAG00000038664	protein_coding	
ENSMFAG00000038737	protein_coding	RGS14
ENSMFAG00000038747	protein_coding	UIMC1
ENSMFAG00000039115	protein_coding	RTF1
ENSMFAG00000039125	protein_coding	PHGR1
ENSMFAG00000039136	protein_coding	ZNF879
ENSMFAG00000039151	protein_coding	SQOR
ENSMFAG00000039384	protein_coding	PDLIM7
ENSMFAG00000039459	protein_coding	MGAT1
ENSMFAG00000039488	protein_coding	GPR176
ENSMFAG00000039604	protein_coding	ACTC1
ENSMFAG00000039613	protein_coding	DTWD1
ENSMFAG00000039864	protein_coding	ITPKA
ENSMFAG00000039867	protein_coding	SNAP23
ENSMFAG00000039976	protein_coding	NUSAP1
ENSMFAG00000040020	protein_coding	
ENSMFAG00000040059	protein_coding	SCGB3A1
ENSMFAG00000040126	protein_coding	SPTBN5
ENSMFAG00000040140	protein_coding	CLK4
ENSMFAG00000040265	protein_coding	TSPAN17
ENSMFAG00000040377	protein_coding	CEP152
ENSMFAG00000040476	snRNA	RF00026
ENSMFAG00000040511	protein_coding	MRNIP
ENSMFAG00000040518	protein_coding	NUTM1
ENSMFAG00000040530	protein_coding	
ENSMFAG00000040567	protein_coding	COL23A1
ENSMFAG00000040597	protein_coding	KNSTRN
ENSMFAG00000040618	protein_coding	B4GALT7
ENSMFAG00000040647	protein_coding	STARD9
ENSMFAG00000040657	protein_coding	MAGEL2
ENSMFAG00000040758	protein_coding	APBA2
ENSMFAG00000040793	protein_coding	
ENSMFAG00000040831	protein_coding	RSL24D1
ENSMFAG00000041039	protein_coding	
ENSMFAG00000041075	protein_coding	FBN1
ENSMFAG00000041087	protein_coding	HERC2
ENSMFAG00000041431	protein_coding	NDUFAF1
ENSMFAG00000041459	protein_coding	TGM5
ENSMFAG00000041483	protein_coding	GLDN
ENSMFAG00000041549	protein_coding	MFAP1
ENSMFAG00000041568	protein_coding	GTPBP6
ENSMFAG00000041606	protein_coding	ATP10A
ENSMFAG00000041720	protein_coding	
ENSMFAG00000041757	protein_coding	
ENSMFAG00000041793	protein_coding	DOK3
ENSMFAG00000041872	pseudogene	
ENSMFAG00000041896	protein_coding	OIP5
ENSMFAG00000041904	protein_coding	
ENSMFAG00000041980	protein_coding	PROP1
ENSMFAG00000042011	protein_coding	FGF7
ENSMFAG00000042231	protein_coding	C5orf60
ENSMFAG00000042235	protein_coding	SNRPN
ENSMFAG00000042240	protein_coding	RPAP1
ENSMFAG00000042257	protein_coding	MAPKBP1
ENSMFAG00000042444	protein_coding	
ENSMFAG00000042461	protein_coding	MAPK9
ENSMFAG00000042519	protein_coding	
ENSMFAG00000042599	protein_coding	EHD4
ENSMFAG00000042817	protein_coding	FAM214A
ENSMFAG00000042944	protein_coding	CBY3
ENSMFAG00000043066	protein_coding	LTC4S
ENSMFAG00000043133	protein_coding	
ENSMFAG00000043159	protein_coding	EPB42
ENSMFAG00000043219	protein_coding	LTK
ENSMFAG00000043231	protein_coding	RACK1
ENSMFAG00000043261	protein_coding	ZFYVE19
ENSMFAG00000043337	protein_coding	ZNF454
ENSMFAG00000043418	protein_coding	ELL3
ENSMFAG00000043427	protein_coding	
ENSMFAG00000043430	protein_coding	
ENSMFAG00000043584	protein_coding	UNC5A
ENSMFAG00000043687	protein_coding	CHAC1
ENSMFAG00000043689	protein_coding	CCDC9B
ENSMFAG00000043734	protein_coding	HAUS2
ENSMFAG00000043773	protein_coding	DUOX1
ENSMFAG00000043824	protein_coding	USP50
ENSMFAG00000043953	protein_coding	
ENSMFAG00000044081	protein_coding	ANKRD63
ENSMFAG00000044212	protein_coding	MAML1
ENSMFAG00000044281	protein_coding	BMF
ENSMFAG00000044339	protein_coding	MYO5A
ENSMFAG00000044382	protein_coding	
ENSMFAG00000044466	protein_coding	
ENSMFAG00000044488	protein_coding	INO80
ENSMFAG00000044489	protein_coding	
ENSMFAG00000044492	protein_coding	FAM193B
ENSMFAG00000044559	protein_coding	RAD51
ENSMFAG00000044587	protein_coding	PPP1R14D
ENSMFAG00000044589	protein_coding	
ENSMFAG00000044596	protein_coding	TMEM62
ENSMFAG00000044663	protein_coding	RMND5B
ENSMFAG00000045062	protein_coding	RPUSD2
ENSMFAG00000045108	protein_coding	TRIM41
ENSMFAG00000045114	protein_coding	SHF
ENSMFAG00000045173	protein_coding	TMOD2
ENSMFAG00000045180	protein_coding	C15orf53
ENSMFAG00000045218	protein_coding	TMCO5A
ENSMFAG00000045223	protein_coding	KNL1
ENSMFAG00000045329	protein_coding	IVD
ENSMFAG00000045396	protein_coding	GFPT2
ENSMFAG00000045397	protein_coding	TMED9
ENSMFAG00000045495	protein_coding	PLA2G4E
ENSMFAG00000045559	protein_coding	TRIM52
ENSMFAG00000045628	protein_coding	STRC
ENSMFAG00000045641	protein_coding	
ENSMFAG00000045651	protein_coding	RAB24
ENSMFAG00000045762	protein_coding	WDR76
ENSMFAG00000045764	protein_coding	AP4E1
ENSMFAG00000045780	protein_coding	CDAN1
ENSMFAG00000045956	protein_coding	
ENSMFAG00000046044	protein_coding	
ENSMFAG00000046138	protein_coding	
ENSMFAG00000046214	protein_coding	SEMA6D
ENSMFAG00000046234	protein_coding	
ENSMFAG00000046241	protein_coding	
ENSMFAG00000046260	protein_coding	
ENSMFAG00000046318	pseudogene	
ENSMFAG00000046332	protein_coding	WDR72
ENSMFAG00000046358	protein_coding	GABRG3
ENSMFAG00000046361	protein_coding	MYEF2
ENSMFAG00000046369	protein_coding	UBR1
ENSMFAG00000046371	protein_coding	TERB2
ENSMFAG00000046411	protein_coding	TNFAIP8L3
ENSMFAG00000046480	lincRNA	
ENSMFAG00000046489	lincRNA	
ENSMFAG00000046499	lincRNA	
ENSMFAG00000046576	lincRNA	
ENSMFAG00000046612	lincRNA	
ENSMFAG00000046659	lincRNA	
ENSMFAG00000046756	lincRNA	
ENSMFAG00000046818	lincRNA	
ENSMFAG00000046855	lincRNA	
ENSMFAG00000046974	lincRNA	
ENSMFAG00000046988	lincRNA	
ENSMFAG00000047044	lincRNA	
ENSMFAG00000047089	lincRNA	
ENSMFAG00000047147	lincRNA	
ENSMFAG00000000105	protein_coding	SLC24A1
ENSMFAG00000000225	protein_coding	PARP6
ENSMFAG00000000264	protein_coding	APH1B
ENSMFAG00000000366	protein_coding	RPLP1
ENSMFAG00000000382	protein_coding	
ENSMFAG00000000425	protein_coding	MINAR1
ENSMFAG00000000445	protein_coding	FBXO22
ENSMFAG00000000458	protein_coding	LCTL
ENSMFAG00000000515	protein_coding	ZNF774
ENSMFAG00000000526	protein_coding	PPCDC
ENSMFAG00000000573	protein_coding	FBXL22
ENSMFAG00000000627	protein_coding	MTFMT
ENSMFAG00000000699	protein_coding	
ENSMFAG00000000728	protein_coding	NOX5
ENSMFAG00000000732	protein_coding	
ENSMFAG00000000742	protein_coding	
ENSMFAG00000000763	protein_coding	
ENSMFAG00000000765	protein_coding	BNC1
ENSMFAG00000000809	protein_coding	BTBD1
ENSMFAG00000000853	protein_coding	PPIB
ENSMFAG00000000861	protein_coding	OAZ2
ENSMFAG00000000969	protein_coding	MAN2C1
ENSMFAG00000000991	protein_coding	
ENSMFAG00000001003	protein_coding	VPS13C
ENSMFAG00000001006	protein_coding	MRPS11
ENSMFAG00000001026	protein_coding	WHAMM
ENSMFAG00000001090	protein_coding	ITGA11
ENSMFAG00000001124	protein_coding	IQCH
ENSMFAG00000001260	protein_coding	CYP1A2
ENSMFAG00000001322	protein_coding	LACTB
ENSMFAG00000001328	protein_coding	ST8SIA2
ENSMFAG00000001347	protein_coding	SKOR1
ENSMFAG00000001416	protein_coding	SH2D7
ENSMFAG00000001458	protein_coding	AEN
ENSMFAG00000001781	protein_coding	SMAD3
ENSMFAG00000001849	protein_coding	ARNT2
ENSMFAG00000001922	protein_coding	
ENSMFAG00000001929	protein_coding	
ENSMFAG00000002125	protein_coding	PSMA4
ENSMFAG00000002153	protein_coding	
ENSMFAG00000002189	protein_coding	SNX33
ENSMFAG00000002332	protein_coding	PML
ENSMFAG00000002355	protein_coding	CSNK1G1
ENSMFAG00000002360	protein_coding	CIB1
ENSMFAG00000002440	protein_coding	CHRNA3
ENSMFAG00000002541	protein_coding	ADAMTSL3
ENSMFAG00000002626	protein_coding	FAM174B
ENSMFAG00000002682	protein_coding	
ENSMFAG00000002685	protein_coding	AP3B2
ENSMFAG00000002718	protein_coding	
ENSMFAG00000002733	protein_coding	SH3GL3
ENSMFAG00000002867	protein_coding	ZNF609
ENSMFAG00000003031	protein_coding	REC114
ENSMFAG00000003039	protein_coding	
ENSMFAG00000003137	protein_coding	SLC51B
ENSMFAG00000003237	protein_coding	
ENSMFAG00000003272	protein_coding	HCN4
ENSMFAG00000003282	protein_coding	TLE3
ENSMFAG00000003348	protein_coding	RHCG
ENSMFAG00000003706	protein_coding	SNUPN
ENSMFAG00000003732	protein_coding	HIGD2B
ENSMFAG00000003773	protein_coding	ADAM10
ENSMFAG00000003880	protein_coding	WDR73
ENSMFAG00000003975	protein_coding	TLN2
ENSMFAG00000004025	protein_coding	
ENSMFAG00000004078	protein_coding	THSD4
ENSMFAG00000004433	misc_RNA	RF00019
ENSMFAG00000004497	snRNA	RF00026
ENSMFAG00000004744	snRNA	RF00026
ENSMFAG00000004792	snoRNA	RF00402
ENSMFAG00000004857	snRNA	RF00026
ENSMFAG00000004928	snoRNA	RF00399
ENSMFAG00000004993	protein_coding	SENP8
ENSMFAG00000005002	misc_RNA	RF00017
ENSMFAG00000005025	misc_RNA	RF00017
ENSMFAG00000005157	snoRNA	RF01233
ENSMFAG00000005267	protein_coding	
ENSMFAG00000005351	snRNA	RF00026
ENSMFAG00000005368	protein_coding	RASGRF1
ENSMFAG00000005732	snRNA	RF00020
ENSMFAG00000005751	miRNA	MIR631
ENSMFAG00000005807	snRNA	RF00026
ENSMFAG00000005808	misc_RNA	RF00019
ENSMFAG00000005837	misc_RNA	RF00019
ENSMFAG00000005890	snoRNA	RF01159
ENSMFAG00000005928	snRNA	RF00026
ENSMFAG00000005975	snRNA	RF00026
ENSMFAG00000006200	snRNA	RF00026
ENSMFAG00000006363	snoRNA	RF00591
ENSMFAG00000006391	snRNA	RF00026
ENSMFAG00000006566	miRNA	MIR184
ENSMFAG00000006670	protein_coding	RPP25
ENSMFAG00000006742	misc_RNA	RF02271
ENSMFAG00000006846	protein_coding	UBE2Q2
ENSMFAG00000006884	misc_RNA	RF00019
ENSMFAG00000006910	snRNA	RF00066
ENSMFAG00000007167	snRNA	RF00026
ENSMFAG00000007353	miRNA	
ENSMFAG00000007410	protein_coding	MORF4L1
ENSMFAG00000007579	miRNA	
ENSMFAG00000007610	protein_coding	
ENSMFAG00000007708	protein_coding	
ENSMFAG00000007725	protein_coding	ANKRD34C
ENSMFAG00000007845	snRNA	RF00026
ENSMFAG00000007884	snRNA	RF00026
ENSMFAG00000007922	misc_RNA	RF00017
ENSMFAG00000008122	misc_RNA	RF00017
ENSMFAG00000008253	scaRNA	RF00601
ENSMFAG00000008367	miRNA	
ENSMFAG00000008404	miRNA	
ENSMFAG00000008867	protein_coding	IMP3
ENSMFAG00000009014	snRNA	RF00026
ENSMFAG00000009024	snRNA	RF00020
ENSMFAG00000009101	miRNA	MIR190A
ENSMFAG00000009183	snoRNA	RF00599
ENSMFAG00000009285	snRNA	RF00015
ENSMFAG00000009836	snoRNA	RF01210
ENSMFAG00000009939	misc_RNA	RF00017
ENSMFAG00000010104	scaRNA	RF00426
ENSMFAG00000010325	protein_coding	LINGO1
ENSMFAG00000010829	miRNA	
ENSMFAG00000010832	misc_RNA	RF00100
ENSMFAG00000010872	miRNA	
ENSMFAG00000010895	miRNA	
ENSMFAG00000010921	miRNA	
ENSMFAG00000010970	misc_RNA	RF00017
ENSMFAG00000011404	protein_coding	
ENSMFAG00000011429	miRNA	
ENSMFAG00000011472	miRNA	
ENSMFAG00000011573	misc_RNA	RF00017
ENSMFAG00000011594	protein_coding	
ENSMFAG00000011646	protein_coding	
ENSMFAG00000011758	miRNA	
ENSMFAG00000011885	miRNA	
ENSMFAG00000011911	snoRNA	RF00093
ENSMFAG00000011946	snoRNA	RF00093
ENSMFAG00000011970	misc_RNA	RF00017
ENSMFAG00000011976	misc_RNA	RF00017
ENSMFAG00000011980	snoRNA	RF00093
ENSMFAG00000012229	miRNA	
ENSMFAG00000012307	snoRNA	RF00092
ENSMFAG00000012593	misc_RNA	RF00019
ENSMFAG00000012703	misc_RNA	RF00019
ENSMFAG00000012819	misc_RNA	RF00017
ENSMFAG00000012843	misc_RNA	RF00017
ENSMFAG00000012976	misc_RNA	RF00100
ENSMFAG00000013010	misc_RNA	RF00100
ENSMFAG00000013274	protein_coding	
ENSMFAG00000013357	misc_RNA	RF00019
ENSMFAG00000013405	misc_RNA	RF00017
ENSMFAG00000013462	misc_RNA	RF00017
ENSMFAG00000013545	misc_RNA	RF00019
ENSMFAG00000013638	miRNA	MIR1469
ENSMFAG00000013645	protein_coding	FOXB1
ENSMFAG00000013701	misc_RNA	RF00017
ENSMFAG00000013836	miRNA	
ENSMFAG00000014145	snoRNA	RF01210
ENSMFAG00000014180	protein_coding	ISLR2
ENSMFAG00000014242	miRNA	
ENSMFAG00000014346	snRNA	RF00026
ENSMFAG00000014361	protein_coding	NEO1
ENSMFAG00000014521	snoRNA	RF00138
ENSMFAG00000014692	snRNA	RF00026
ENSMFAG00000014717	miRNA	
ENSMFAG00000014882	misc_RNA	RF00017
ENSMFAG00000015044	misc_RNA	RF00017
ENSMFAG00000015111	miRNA	
ENSMFAG00000015327	snRNA	RF00026
ENSMFAG00000015341	misc_RNA	RF00017
ENSMFAG00000015438	misc_RNA	RF00017
ENSMFAG00000015480	misc_RNA	RF00017
ENSMFAG00000015504	protein_coding	
ENSMFAG00000015750	miRNA	MIR1179
ENSMFAG00000015946	protein_coding	
ENSMFAG00000015992	snoRNA	RF00012
ENSMFAG00000016046	protein_coding	
ENSMFAG00000016075	protein_coding	USP3
ENSMFAG00000016143	protein_coding	
ENSMFAG00000016510	miRNA	
ENSMFAG00000016809	misc_RNA	RF00019
ENSMFAG00000016945	protein_coding	KLHL25
ENSMFAG00000017185	misc_RNA	RF00017
ENSMFAG00000017202	miRNA	MIR628
ENSMFAG00000017203	rRNA	RF00001
ENSMFAG00000017287	miRNA	
ENSMFAG00000017340	protein_coding	CRABP1
ENSMFAG00000017582	protein_coding	CTXND1
ENSMFAG00000018286	miRNA	
ENSMFAG00000018336	misc_RNA	RF00100
ENSMFAG00000018597	protein_coding	ETFA
ENSMFAG00000018988	misc_RNA	RF00017
ENSMFAG00000019008	protein_coding	ISLR
ENSMFAG00000019106	misc_RNA	RF00100
ENSMFAG00000019107	snoRNA	RF00284
ENSMFAG00000019163	protein_coding	
ENSMFAG00000019208	protein_coding	ACAN
ENSMFAG00000019290	protein_coding	NR2F2
ENSMFAG00000020023	snRNA	RF00026
ENSMFAG00000020566	snRNA	RF00015
ENSMFAG00000020749	snoRNA	RF00012
ENSMFAG00000020989	miRNA	
ENSMFAG00000020993	snRNA	RF00004
ENSMFAG00000021248	misc_RNA	RF00017
ENSMFAG00000021276	misc_RNA	RF00017
ENSMFAG00000021542	miRNA	
ENSMFAG00000021571	miRNA	MIR9-3
ENSMFAG00000021629	scaRNA	RF00582
ENSMFAG00000021640	snRNA	RF00004
ENSMFAG00000021921	rRNA	RF00001
ENSMFAG00000022153	snRNA	RF00026
ENSMFAG00000022420	rRNA	RF00001
ENSMFAG00000022553	misc_RNA	RF00017
ENSMFAG00000022645	misc_RNA	RF00017
ENSMFAG00000022863	miRNA	
ENSMFAG00000023109	protein_coding	
ENSMFAG00000023157	protein_coding	MYO9A
ENSMFAG00000023194	rRNA	RF00001
ENSMFAG00000023851	snoRNA	RF00554
ENSMFAG00000023862	rRNA	RF00001
ENSMFAG00000023896	snRNA	RF00066
ENSMFAG00000024420	snRNA	RF00026
ENSMFAG00000027011	protein_coding	MNS1
ENSMFAG00000027682	protein_coding	TMEM266
ENSMFAG00000027969	protein_coding	
ENSMFAG00000028166	protein_coding	DAPK2
ENSMFAG00000028895	protein_coding	
ENSMFAG00000029006	protein_coding	
ENSMFAG00000029641	protein_coding	
ENSMFAG00000029683	protein_coding	
ENSMFAG00000029870	protein_coding	
ENSMFAG00000030020	protein_coding	SCAPER
ENSMFAG00000030068	protein_coding	
ENSMFAG00000030100	protein_coding	MAP2K5
ENSMFAG00000030426	protein_coding	
ENSMFAG00000030479	protein_coding	ANXA2
ENSMFAG00000030601	protein_coding	DENND4A
ENSMFAG00000030790	protein_coding	
ENSMFAG00000030850	protein_coding	
ENSMFAG00000030894	protein_coding	CORO2B
ENSMFAG00000030940	protein_coding	RCN2
ENSMFAG00000030943	protein_coding	TPM1
ENSMFAG00000030975	protein_coding	AKAP13
ENSMFAG00000031045	protein_coding	DNAJA4
ENSMFAG00000031099	protein_coding	
ENSMFAG00000031115	protein_coding	TCF12
ENSMFAG00000031165	protein_coding	IGDCC4
ENSMFAG00000031179	protein_coding	
ENSMFAG00000031221	protein_coding	RNF111
ENSMFAG00000031237	protein_coding	
ENSMFAG00000031325	protein_coding	CCPG1
ENSMFAG00000031330	protein_coding	CEMIP
ENSMFAG00000031346	protein_coding	STARD5
ENSMFAG00000031378	protein_coding	TBC1D2B
ENSMFAG00000031426	protein_coding	TICRR
ENSMFAG00000031446	protein_coding	CSPG4
ENSMFAG00000031450	protein_coding	ANPEP
ENSMFAG00000031689	protein_coding	INTS14
ENSMFAG00000031750	protein_coding	RGMA
ENSMFAG00000031781	protein_coding	
ENSMFAG00000031924	protein_coding	TIPIN
ENSMFAG00000031947	protein_coding	
ENSMFAG00000031959	protein_coding	TSPAN3
ENSMFAG00000031997	protein_coding	PDCD7
ENSMFAG00000032017	protein_coding	IL16
ENSMFAG00000032072	protein_coding	
ENSMFAG00000032102	protein_coding	HACD3
ENSMFAG00000032196	protein_coding	
ENSMFAG00000032237	protein_coding	KBTBD13
ENSMFAG00000032331	protein_coding	ISG20
ENSMFAG00000032336	protein_coding	
ENSMFAG00000032366	protein_coding	MYO1E
ENSMFAG00000032654	protein_coding	ISL2
ENSMFAG00000032657	protein_coding	
ENSMFAG00000032886	protein_coding	COMMD4
ENSMFAG00000033162	protein_coding	MINDY2
ENSMFAG00000033165	protein_coding	
ENSMFAG00000033176	protein_coding	RFX7
ENSMFAG00000033230	protein_coding	SCAMP5
ENSMFAG00000033231	protein_coding	NMB
ENSMFAG00000033302	protein_coding	PYGO1
ENSMFAG00000033343	protein_coding	
ENSMFAG00000033354	protein_coding	SLTM
ENSMFAG00000033383	protein_coding	ST20-MTHFS
ENSMFAG00000033391	protein_coding	BNIP2
ENSMFAG00000033448	protein_coding	
ENSMFAG00000033727	protein_coding	ZNF592
ENSMFAG00000033804	snRNA	RF00026
ENSMFAG00000033841	protein_coding	ARID3B
ENSMFAG00000033842	protein_coding	
ENSMFAG00000033913	protein_coding	SV2B
ENSMFAG00000034000	protein_coding	LIPC
ENSMFAG00000034039	protein_coding	CCDC33
ENSMFAG00000034040	protein_coding	SEMA7A
ENSMFAG00000034068	protein_coding	ABHD2
ENSMFAG00000034089	protein_coding	SEMA4B
ENSMFAG00000034142	protein_coding	HEXA
ENSMFAG00000034152	protein_coding	
ENSMFAG00000034154	protein_coding	FAH
ENSMFAG00000034157	protein_coding	ACSBG1
ENSMFAG00000034170	protein_coding	
ENSMFAG00000034175	protein_coding	C2CD4B
ENSMFAG00000034321	protein_coding	PLIN1
ENSMFAG00000034350	protein_coding	
ENSMFAG00000034393	protein_coding	SLCO3A1
ENSMFAG00000034513	protein_coding	
ENSMFAG00000034518	protein_coding	SPG21
ENSMFAG00000034546	protein_coding	TMC3
ENSMFAG00000034562	protein_coding	GRAMD2A
ENSMFAG00000034656	protein_coding	
ENSMFAG00000034704	misc_RNA	RF00019
ENSMFAG00000034738	miRNA	
ENSMFAG00000034848	snRNA	RF00026
ENSMFAG00000035270	protein_coding	TBC1D21
ENSMFAG00000035335	protein_coding	IDH3A
ENSMFAG00000035366	protein_coding	
ENSMFAG00000035507	protein_coding	LARP6
ENSMFAG00000035568	protein_coding	GCOM1
ENSMFAG00000035613	protein_coding	LRRC49
ENSMFAG00000035628	protein_coding	DIS3L
ENSMFAG00000035679	protein_coding	NEDD4
ENSMFAG00000035685	protein_coding	
ENSMFAG00000035713	protein_coding	RPS17
ENSMFAG00000035737	protein_coding	
ENSMFAG00000035746	protein_coding	
ENSMFAG00000035754	protein_coding	PEX11A
ENSMFAG00000035758	protein_coding	FANCI
ENSMFAG00000035791	protein_coding	CYP1A1
ENSMFAG00000035796	protein_coding	ALPK3
ENSMFAG00000035850	protein_coding	
ENSMFAG00000035924	protein_coding	
ENSMFAG00000035940	protein_coding	THAP10
ENSMFAG00000035945	protein_coding	
ENSMFAG00000035955	protein_coding	CT62
ENSMFAG00000035959	protein_coding	NR2E3
ENSMFAG00000035966	protein_coding	UACA
ENSMFAG00000036137	protein_coding	PARP16
ENSMFAG00000036145	protein_coding	CALML4
ENSMFAG00000036327	protein_coding	TM6SF1
ENSMFAG00000036333	protein_coding	NRG4
ENSMFAG00000036341	protein_coding	SEC11A
ENSMFAG00000036343	protein_coding	WDR61
ENSMFAG00000036412	protein_coding	RPL4
ENSMFAG00000036414	protein_coding	RLBP1
ENSMFAG00000036496	protein_coding	CYP11A
ENSMFAG00000036502	protein_coding	
ENSMFAG00000036522	protein_coding	MAP2K1
ENSMFAG00000036526	protein_coding	
ENSMFAG00000036529	protein_coding	ZWILCH
ENSMFAG00000036567	protein_coding	CIB2
ENSMFAG00000036568	protein_coding	TRIP4
ENSMFAG00000036711	protein_coding	CGNL1
ENSMFAG00000036919	protein_coding	ICE2
ENSMFAG00000037066	protein_coding	
ENSMFAG00000037091	protein_coding	NPTN
ENSMFAG00000037166	protein_coding	
ENSMFAG00000037257	protein_coding	MESP2
ENSMFAG00000037318	protein_coding	ZSCAN2
ENSMFAG00000037327	protein_coding	ALDH1A2
ENSMFAG00000037341	protein_coding	TMEM202
ENSMFAG00000037344	protein_coding	ARIH1
ENSMFAG00000037381	protein_coding	POU4F3
ENSMFAG00000037384	protein_coding	HMG20A
ENSMFAG00000037394	protein_coding	MRPL46
ENSMFAG00000037435	snRNA	RF00026
ENSMFAG00000037568	protein_coding	MESD
ENSMFAG00000037608	protein_coding	MEX3B
ENSMFAG00000037678	protein_coding	HDGFL3
ENSMFAG00000037772	protein_coding	
ENSMFAG00000037809	protein_coding	TMED3
ENSMFAG00000037832	protein_coding	ABHD17C
ENSMFAG00000037934	protein_coding	TEX9
ENSMFAG00000037952	protein_coding	MFGE8
ENSMFAG00000038239	protein_coding	STRA6
ENSMFAG00000038247	protein_coding	MEGF11
ENSMFAG00000038291	protein_coding	IDH2
ENSMFAG00000038366	protein_coding	ODF3L1
ENSMFAG00000038485	protein_coding	GCNT3
ENSMFAG00000038501	protein_coding	
ENSMFAG00000038722	protein_coding	PRTG
ENSMFAG00000038769	protein_coding	ST20
ENSMFAG00000038832	protein_coding	PIAS1
ENSMFAG00000038862	protein_coding	CSK
ENSMFAG00000038985	protein_coding	
ENSMFAG00000039027	protein_coding	SLC28A1
ENSMFAG00000039242	protein_coding	HAPLN3
ENSMFAG00000039254	protein_coding	
ENSMFAG00000039280	protein_coding	C15orf40
ENSMFAG00000039371	protein_coding	
ENSMFAG00000039460	protein_coding	RPS27L
ENSMFAG00000039594	protein_coding	CILP
ENSMFAG00000039630	protein_coding	IREB2
ENSMFAG00000039718	protein_coding	CHRNA5
ENSMFAG00000039733	protein_coding	AQP9
ENSMFAG00000039757	protein_coding	ADPGK
ENSMFAG00000039821	protein_coding	C15orf61
ENSMFAG00000039932	protein_coding	RAMAC
ENSMFAG00000039949	protein_coding	CFAP161
ENSMFAG00000039973	protein_coding	BBS4
ENSMFAG00000040037	protein_coding	FEM1B
ENSMFAG00000040074	protein_coding	RASL12
ENSMFAG00000040080	protein_coding	AGBL1
ENSMFAG00000040220	protein_coding	
ENSMFAG00000040273	protein_coding	SNX1
ENSMFAG00000040285	protein_coding	SCAMP2
ENSMFAG00000040316	protein_coding	RAB8B
ENSMFAG00000040350	protein_coding	PAQR5
ENSMFAG00000040370	protein_coding	
ENSMFAG00000040550	protein_coding	AAGAB
ENSMFAG00000040725	protein_coding	
ENSMFAG00000040819	protein_coding	PRC1
ENSMFAG00000040825	protein_coding	CD276
ENSMFAG00000040827	protein_coding	MPI
ENSMFAG00000040965	protein_coding	PTPN9
ENSMFAG00000040970	protein_coding	CA12
ENSMFAG00000041042	protein_coding	SIN3A
ENSMFAG00000041062	protein_coding	
ENSMFAG00000041107	protein_coding	
ENSMFAG00000041162	protein_coding	STOML1
ENSMFAG00000041249	protein_coding	PSTPIP1
ENSMFAG00000041562	protein_coding	ANKDD1A
ENSMFAG00000041651	protein_coding	FSD2
ENSMFAG00000041666	protein_coding	IGDCC3
ENSMFAG00000041684	protein_coding	KIF23
ENSMFAG00000041693	protein_coding	ULK3
ENSMFAG00000041819	protein_coding	HYKK
ENSMFAG00000042218	protein_coding	PIF1
ENSMFAG00000042428	protein_coding	UBAP1L
ENSMFAG00000042476	protein_coding	POLG
ENSMFAG00000042540	protein_coding	PEAK1
ENSMFAG00000042616	protein_coding	DNAAF4
ENSMFAG00000042694	protein_coding	
ENSMFAG00000042737	protein_coding	ADAMTS7
