ensembl_gene_id	gene_biotype	external_gene_name
ENSMFAG00000035405	protein_coding	NDUFS8
ENSMFAG00000035415	protein_coding	
ENSMFAG00000035420	protein_coding	LRRC56
ENSMFAG00000035431	protein_coding	MRGPRG
ENSMFAG00000035435	protein_coding	NAALADL1
ENSMFAG00000035458	protein_coding	DRAP1
ENSMFAG00000035525	protein_coding	ING5
ENSMFAG00000035547	protein_coding	C11orf68
ENSMFAG00000035698	pseudogene	
ENSMFAG00000035761	protein_coding	RNH1
ENSMFAG00000035878	protein_coding	ESRRA
ENSMFAG00000035897	protein_coding	SIPA1
ENSMFAG00000035899	protein_coding	UBE2F
ENSMFAG00000035969	protein_coding	
ENSMFAG00000035972	protein_coding	LRRFIP1
ENSMFAG00000036051	protein_coding	
ENSMFAG00000036070	protein_coding	FGF3
ENSMFAG00000036113	protein_coding	
ENSMFAG00000036152	protein_coding	RPS6KA4
ENSMFAG00000036368	protein_coding	GAL3ST3
ENSMFAG00000036404	protein_coding	
ENSMFAG00000036463	snRNA	RF00026
ENSMFAG00000036495	protein_coding	USP40
ENSMFAG00000036521	protein_coding	NEU2
ENSMFAG00000036580	protein_coding	
ENSMFAG00000036803	protein_coding	CUL3
ENSMFAG00000036848	protein_coding	CNIH2
ENSMFAG00000036933	protein_coding	ARMC9
ENSMFAG00000036950	protein_coding	RAB17
ENSMFAG00000036966	protein_coding	PDE6D
ENSMFAG00000036974	protein_coding	PPP6R3
ENSMFAG00000036988	protein_coding	NYAP2
ENSMFAG00000037048	protein_coding	NRXN2
ENSMFAG00000037342	protein_coding	MEN1
ENSMFAG00000037354	protein_coding	SYVN1
ENSMFAG00000037452	snRNA	RF00026
ENSMFAG00000037504	protein_coding	PDCD1
ENSMFAG00000037524	protein_coding	
ENSMFAG00000037545	protein_coding	ATG16L1
ENSMFAG00000037563	protein_coding	
ENSMFAG00000037598	protein_coding	
ENSMFAG00000037624	protein_coding	CCS
ENSMFAG00000037642	protein_coding	ODF3
ENSMFAG00000037652	protein_coding	LSP1
ENSMFAG00000037717	protein_coding	
ENSMFAG00000037725	protein_coding	
ENSMFAG00000037732	protein_coding	CROCC2
ENSMFAG00000037737	protein_coding	PASK
ENSMFAG00000037782	protein_coding	DOCK10
ENSMFAG00000037911	protein_coding	VPS51
ENSMFAG00000037995	protein_coding	CORO1B
ENSMFAG00000038096	protein_coding	
ENSMFAG00000038150	protein_coding	PPP1R7
ENSMFAG00000038170	protein_coding	EIF1AD
ENSMFAG00000038176	protein_coding	RNPEPL1
ENSMFAG00000038236	protein_coding	KIF1A
ENSMFAG00000038320	protein_coding	OTOS
ENSMFAG00000038372	protein_coding	TSSC4
ENSMFAG00000038422	protein_coding	SH3BP4
ENSMFAG00000038440	protein_coding	CABP4
ENSMFAG00000038523	protein_coding	DRD4
ENSMFAG00000038524	protein_coding	
ENSMFAG00000038599	protein_coding	SLC22A18
ENSMFAG00000038629	protein_coding	AGAP1
ENSMFAG00000038643	protein_coding	SLC16A14
ENSMFAG00000038663	protein_coding	DPP3
ENSMFAG00000038670	protein_coding	NMUR1
ENSMFAG00000038686	protein_coding	TNNT3
ENSMFAG00000038730	protein_coding	NDUFV1
ENSMFAG00000038773	protein_coding	TM7SF2
ENSMFAG00000038837	protein_coding	ASB1
ENSMFAG00000038916	misc_RNA	RF01946
ENSMFAG00000039003	protein_coding	HRAS
ENSMFAG00000039013	protein_coding	CCND1
ENSMFAG00000039032	protein_coding	CHRNG
ENSMFAG00000039060	protein_coding	
ENSMFAG00000039100	protein_coding	IFITM1
ENSMFAG00000039130	protein_coding	SLC25A22
ENSMFAG00000039183	protein_coding	
ENSMFAG00000039278	protein_coding	BATF2
ENSMFAG00000039334	protein_coding	SLC29A2
ENSMFAG00000039351	protein_coding	
ENSMFAG00000039378	protein_coding	PYGM
ENSMFAG00000039389	protein_coding	B4GALNT4
ENSMFAG00000039450	protein_coding	AP1S3
ENSMFAG00000039472	protein_coding	SCYGR1
ENSMFAG00000039554	protein_coding	
ENSMFAG00000039605	protein_coding	MYEOV
ENSMFAG00000039663	protein_coding	CCDC195
ENSMFAG00000039678	protein_coding	RIN1
ENSMFAG00000039700	protein_coding	SEPT2
ENSMFAG00000039712	protein_coding	CLCF1
ENSMFAG00000039781	protein_coding	IRF7
ENSMFAG00000039833	protein_coding	TNNI2
ENSMFAG00000039889	protein_coding	COPS7B
ENSMFAG00000039952	protein_coding	ATG4B
ENSMFAG00000039972	protein_coding	
ENSMFAG00000039993	protein_coding	IRS1
ENSMFAG00000040006	protein_coding	RPLP2
ENSMFAG00000040085	protein_coding	NADSYN1
ENSMFAG00000040090	protein_coding	MLPH
ENSMFAG00000040235	miRNA	
ENSMFAG00000040279	protein_coding	DTYMK
ENSMFAG00000040336	protein_coding	CRACR2B
ENSMFAG00000040528	protein_coding	SCLY
ENSMFAG00000040560	protein_coding	RAB1B
ENSMFAG00000040588	protein_coding	LTO1
ENSMFAG00000040595	protein_coding	
ENSMFAG00000040617	protein_coding	COL4A3
ENSMFAG00000040663	protein_coding	GPHA2
ENSMFAG00000040742	protein_coding	PELI3
ENSMFAG00000040776	protein_coding	BANF1
ENSMFAG00000040835	protein_coding	PHLDA2
ENSMFAG00000040976	protein_coding	B4GAT1
ENSMFAG00000041070	protein_coding	PGGHG
ENSMFAG00000041098	protein_coding	ARL2
ENSMFAG00000041113	protein_coding	
ENSMFAG00000041151	protein_coding	KLHL30
ENSMFAG00000041210	protein_coding	MAB21L4
ENSMFAG00000041314	protein_coding	RAD9A
ENSMFAG00000041325	protein_coding	RHOD
ENSMFAG00000041453	protein_coding	D2HGDH
ENSMFAG00000041564	protein_coding	SIGIRR
ENSMFAG00000041574	protein_coding	
ENSMFAG00000041619	protein_coding	FAU
ENSMFAG00000041677	protein_coding	PANO1
ENSMFAG00000041718	protein_coding	FADD
ENSMFAG00000041754	protein_coding	SIRT3
ENSMFAG00000041800	protein_coding	SNX15
ENSMFAG00000041875	protein_coding	PPP2R5B
ENSMFAG00000041893	protein_coding	AGXT
ENSMFAG00000041898	protein_coding	KRTAP5-3
ENSMFAG00000041919	protein_coding	
ENSMFAG00000042007	protein_coding	TSGA10IP
ENSMFAG00000042041	protein_coding	AGFG1
ENSMFAG00000042082	protein_coding	PID1
ENSMFAG00000042095	protein_coding	SYT12
ENSMFAG00000042151	protein_coding	SCYGR5
ENSMFAG00000042259	protein_coding	GPR35
ENSMFAG00000042266	protein_coding	ILKAP
ENSMFAG00000042321	protein_coding	MRPL11
ENSMFAG00000042330	protein_coding	THAP4
ENSMFAG00000042349	protein_coding	UGT1A9
ENSMFAG00000042448	protein_coding	TH
ENSMFAG00000042498	protein_coding	SSSCA1
ENSMFAG00000042518	protein_coding	TRIP12
ENSMFAG00000042522	protein_coding	PER2
ENSMFAG00000042635	protein_coding	TRPM5
ENSMFAG00000042793	protein_coding	MRPL44
ENSMFAG00000042850	protein_coding	GIGYF2
ENSMFAG00000042852	protein_coding	
ENSMFAG00000042948	protein_coding	ASB18
ENSMFAG00000043048	protein_coding	COL6A3
ENSMFAG00000043051	protein_coding	FGF19
ENSMFAG00000043090	pseudogene	
ENSMFAG00000043208	protein_coding	TRPM8
ENSMFAG00000043257	protein_coding	
ENSMFAG00000043339	protein_coding	PRLH
ENSMFAG00000043374	protein_coding	GPR152
ENSMFAG00000043388	protein_coding	
ENSMFAG00000043456	protein_coding	
ENSMFAG00000043469	protein_coding	SPDYC
ENSMFAG00000043671	protein_coding	UNC93B1
ENSMFAG00000043725	protein_coding	SERPINE2
ENSMFAG00000043728	protein_coding	EPS8L2
ENSMFAG00000043779	protein_coding	FAM89B
ENSMFAG00000043803	protein_coding	
ENSMFAG00000043823	protein_coding	MRPL21
ENSMFAG00000043864	protein_coding	ACTN3
ENSMFAG00000043909	protein_coding	IGHMBP2
ENSMFAG00000043912	protein_coding	EHBP1L1
ENSMFAG00000043944	protein_coding	COPS8
ENSMFAG00000043949	pseudogene	
ENSMFAG00000043952	protein_coding	
ENSMFAG00000044043	protein_coding	KCNQ1
ENSMFAG00000044087	protein_coding	
ENSMFAG00000044112	protein_coding	FARP2
ENSMFAG00000044137	protein_coding	
ENSMFAG00000044252	protein_coding	PC
ENSMFAG00000044258	protein_coding	
ENSMFAG00000044279	protein_coding	STK25
ENSMFAG00000044295	protein_coding	ALDH3B2
ENSMFAG00000044368	protein_coding	PCNX3
ENSMFAG00000044412	protein_coding	CCL20
ENSMFAG00000044433	protein_coding	SPP2
ENSMFAG00000044543	protein_coding	CHID1
ENSMFAG00000044560	protein_coding	IFITM5
ENSMFAG00000044617	protein_coding	NUDT8
ENSMFAG00000044640	protein_coding	KLC2
ENSMFAG00000044765	protein_coding	
ENSMFAG00000044856	protein_coding	ZFPL1
ENSMFAG00000044924	protein_coding	ESPNL
ENSMFAG00000044933	protein_coding	LRFN4
ENSMFAG00000045042	protein_coding	FBXO36
ENSMFAG00000045050	protein_coding	TBC1D10C
ENSMFAG00000045080	protein_coding	CDCA5
ENSMFAG00000045086	protein_coding	TSPAN4
ENSMFAG00000045142	protein_coding	PNPLA2
ENSMFAG00000045232	protein_coding	ARL4C
ENSMFAG00000045314	protein_coding	TMEM80
ENSMFAG00000045447	protein_coding	SPHKAP
ENSMFAG00000045450	protein_coding	SAG
ENSMFAG00000045490	protein_coding	MROH2A
ENSMFAG00000045518	protein_coding	SLC25A45
ENSMFAG00000045562	protein_coding	FOSL1
ENSMFAG00000045568	protein_coding	BRSK2
ENSMFAG00000045650	protein_coding	FGF4
ENSMFAG00000045821	protein_coding	TPCN2
ENSMFAG00000045971	protein_coding	POLD4
ENSMFAG00000046048	protein_coding	WDFY1
ENSMFAG00000046144	protein_coding	PITPNM1
ENSMFAG00000046217	protein_coding	IQCA1
ENSMFAG00000046229	protein_coding	FIBP
ENSMFAG00000046253	protein_coding	NPPC
ENSMFAG00000046293	protein_coding	CARNS1
ENSMFAG00000046339	protein_coding	ACY3
ENSMFAG00000046394	protein_coding	SCYGR2
ENSMFAG00000046402	protein_coding	CDC42BPG
ENSMFAG00000046412	protein_coding	SP140
ENSMFAG00000046434	lincRNA	
ENSMFAG00000046483	lincRNA	
ENSMFAG00000046492	lincRNA	
ENSMFAG00000046632	lincRNA	
ENSMFAG00000046847	lincRNA	
ENSMFAG00000046983	lincRNA	
ENSMFAG00000000110	protein_coding	PLEKHA7
ENSMFAG00000000122	pseudogene	
ENSMFAG00000000184	protein_coding	USH1C
ENSMFAG00000000393	protein_coding	ACP2
ENSMFAG00000000437	protein_coding	CAT
ENSMFAG00000000462	protein_coding	IGSF22
ENSMFAG00000000546	protein_coding	TMEM109
ENSMFAG00000000553	protein_coding	UEVLD
ENSMFAG00000000615	protein_coding	SCGB1D4
ENSMFAG00000000777	protein_coding	SERGEF
ENSMFAG00000000818	protein_coding	MDK
ENSMFAG00000000889	protein_coding	MACROD1
ENSMFAG00000000912	protein_coding	
ENSMFAG00000000939	protein_coding	NUDT22
ENSMFAG00000001165	protein_coding	ARL14EP
ENSMFAG00000001178	protein_coding	FERMT3
ENSMFAG00000001197	protein_coding	OTOG
ENSMFAG00000001208	protein_coding	ABTB2
ENSMFAG00000001246	protein_coding	
ENSMFAG00000001264	protein_coding	
ENSMFAG00000001278	protein_coding	C11orf74
ENSMFAG00000001333	protein_coding	ELP4
ENSMFAG00000001343	protein_coding	COX8A
ENSMFAG00000001354	protein_coding	ANO5
ENSMFAG00000001378	protein_coding	CKAP5
ENSMFAG00000001401	protein_coding	CPSF7
ENSMFAG00000001406	pseudogene	
ENSMFAG00000001409	protein_coding	
ENSMFAG00000001490	protein_coding	
ENSMFAG00000001519	pseudogene	
ENSMFAG00000001583	protein_coding	OOSP2
ENSMFAG00000001697	protein_coding	SPTY2D1OS
ENSMFAG00000001739	protein_coding	NAV2
ENSMFAG00000001744	protein_coding	PRRG4
ENSMFAG00000001760	protein_coding	TPH1
ENSMFAG00000001825	protein_coding	
ENSMFAG00000001947	protein_coding	
ENSMFAG00000002000	protein_coding	AMBRA1
ENSMFAG00000002014	protein_coding	NR1H3
ENSMFAG00000002075	protein_coding	ALX4
ENSMFAG00000002113	protein_coding	SYT13
ENSMFAG00000002147	protein_coding	
ENSMFAG00000002156	pseudogene	
ENSMFAG00000002160	protein_coding	SPINDOC
ENSMFAG00000002193	protein_coding	MS4A8
ENSMFAG00000002240	pseudogene	
ENSMFAG00000002253	protein_coding	LARGE2
ENSMFAG00000002274	protein_coding	SCGB2A1
ENSMFAG00000002288	protein_coding	UBE2L6
ENSMFAG00000002310	protein_coding	ROM1
ENSMFAG00000002311	protein_coding	KIF18A
ENSMFAG00000002337	protein_coding	CYP2R1
ENSMFAG00000002349	protein_coding	PEX16
ENSMFAG00000002367	protein_coding	KCNC1
ENSMFAG00000002379	protein_coding	MRPL16
ENSMFAG00000002487	protein_coding	HARBI1
ENSMFAG00000002582	protein_coding	LDHAL6A
ENSMFAG00000002657	protein_coding	TIMM10
ENSMFAG00000002706	protein_coding	MS4A12
ENSMFAG00000002726	protein_coding	
ENSMFAG00000002773	protein_coding	FKBP2
ENSMFAG00000002880	protein_coding	
ENSMFAG00000003005	protein_coding	
ENSMFAG00000003024	protein_coding	MS4A2
ENSMFAG00000003159	protein_coding	TMX2
ENSMFAG00000003389	protein_coding	COMMD9
ENSMFAG00000003412	protein_coding	SLC39A13
ENSMFAG00000003482	protein_coding	LRP4
ENSMFAG00000003484	protein_coding	SLC22A6
ENSMFAG00000003488	protein_coding	STX5
ENSMFAG00000003505	protein_coding	CELF1
ENSMFAG00000003520	protein_coding	ZBTB3
ENSMFAG00000003562	protein_coding	LBHD1
ENSMFAG00000003595	protein_coding	GLYATL1
ENSMFAG00000003720	protein_coding	ACCS
ENSMFAG00000003784	protein_coding	TSPAN18
ENSMFAG00000003789	protein_coding	BDNF
ENSMFAG00000003854	protein_coding	PSMC3
ENSMFAG00000003940	protein_coding	LDHC
ENSMFAG00000003968	protein_coding	PTPRJ
ENSMFAG00000004115	protein_coding	
ENSMFAG00000004136	miRNA	
ENSMFAG00000004358	miRNA	
ENSMFAG00000004430	protein_coding	
ENSMFAG00000004555	misc_RNA	RF00019
ENSMFAG00000004687	protein_coding	
ENSMFAG00000004739	miRNA	
ENSMFAG00000005285	misc_RNA	RF00019
ENSMFAG00000005294	snoRNA	RF00016
ENSMFAG00000005325	snoRNA	RF00016
ENSMFAG00000005362	rRNA	RF00001
ENSMFAG00000005363	miRNA	
ENSMFAG00000005452	snoRNA	RF00099
ENSMFAG00000005580	snRNA	RF00026
ENSMFAG00000005648	miRNA	
ENSMFAG00000005813	snRNA	RF00026
ENSMFAG00000005869	miRNA	
ENSMFAG00000006074	snRNA	RF00026
ENSMFAG00000006086	snRNA	RF00026
ENSMFAG00000006239	snRNA	RF00026
ENSMFAG00000006506	snRNA	RF00026
ENSMFAG00000006589	snRNA	RF00026
ENSMFAG00000006754	snRNA	RF00026
ENSMFAG00000006813	miRNA	
ENSMFAG00000006903	protein_coding	
ENSMFAG00000007220	protein_coding	DNAJC24
ENSMFAG00000007223	snRNA	RF00026
ENSMFAG00000007224	protein_coding	
ENSMFAG00000007415	protein_coding	FTH1
ENSMFAG00000007457	protein_coding	OR5I1
ENSMFAG00000007622	misc_RNA	RF00019
ENSMFAG00000007731	misc_RNA	RF00017
ENSMFAG00000007829	protein_coding	MPEG1
ENSMFAG00000007846	misc_RNA	RF00017
ENSMFAG00000007872	protein_coding	OR4D11
ENSMFAG00000008046	misc_RNA	RF00017
ENSMFAG00000008355	misc_RNA	RF02210
ENSMFAG00000008499	misc_RNA	RF00017
ENSMFAG00000008555	miRNA	
ENSMFAG00000008916	misc_RNA	RF00100
ENSMFAG00000009447	miRNA	
ENSMFAG00000009457	protein_coding	
ENSMFAG00000009480	protein_coding	FEN1
ENSMFAG00000009628	misc_RNA	RF00019
ENSMFAG00000009873	misc_RNA	RF00100
ENSMFAG00000010326	rRNA	RF00001
ENSMFAG00000010379	misc_RNA	RF00100
ENSMFAG00000010384	protein_coding	KCNJ11
ENSMFAG00000010443	misc_RNA	RF00019
ENSMFAG00000010472	misc_RNA	RF00019
ENSMFAG00000010614	rRNA	RF00001
ENSMFAG00000010735	misc_RNA	RF00019
ENSMFAG00000011125	misc_RNA	RF00100
ENSMFAG00000011220	miRNA	
ENSMFAG00000011290	misc_RNA	RF00017
ENSMFAG00000011304	misc_RNA	RF00019
ENSMFAG00000011314	snoRNA	RF00012
ENSMFAG00000011328	snRNA	RF00003
ENSMFAG00000011988	protein_coding	RAG1
ENSMFAG00000012107	rRNA	RF00001
ENSMFAG00000012470	miRNA	
ENSMFAG00000012527	protein_coding	
ENSMFAG00000012647	misc_RNA	RF00017
ENSMFAG00000012698	misc_RNA	RF00019
ENSMFAG00000012991	miRNA	MIR130A
ENSMFAG00000013028	misc_RNA	RF00019
ENSMFAG00000013070	miRNA	
ENSMFAG00000013591	miRNA	
ENSMFAG00000013611	miRNA	MIR670
ENSMFAG00000014289	misc_RNA	RF00019
ENSMFAG00000014451	snoRNA	RF00088
ENSMFAG00000015021	misc_RNA	RF02204
ENSMFAG00000015277	snoRNA	RF00573
ENSMFAG00000015388	protein_coding	LRRN4CL
ENSMFAG00000015442	misc_RNA	RF02207
ENSMFAG00000015446	snRNA	RF00026
ENSMFAG00000015606	miRNA	
ENSMFAG00000015629	misc_RNA	RF02208
ENSMFAG00000015658	snoRNA	RF00054
ENSMFAG00000015684	protein_coding	
ENSMFAG00000015910	miRNA	
ENSMFAG00000016693	rRNA	RF00001
ENSMFAG00000017241	rRNA	RF00001
ENSMFAG00000017273	protein_coding	PRPH
ENSMFAG00000017882	miRNA	
ENSMFAG00000018079	protein_coding	PRR5L
ENSMFAG00000018240	misc_RNA	RF00017
ENSMFAG00000018395	protein_coding	FJX1
ENSMFAG00000018500	rRNA	RF00001
ENSMFAG00000018552	snoRNA	RF00087
ENSMFAG00000019034	misc_RNA	RF00017
ENSMFAG00000019289	snRNA	RF00026
ENSMFAG00000019311	protein_coding	PAX6
ENSMFAG00000019821	snRNA	RF00020
ENSMFAG00000019840	rRNA	RF00001
ENSMFAG00000020259	rRNA	RF00001
ENSMFAG00000020263	misc_RNA	RF02203
ENSMFAG00000020337	misc_RNA	RF02209
ENSMFAG00000020396	protein_coding	CSRP3
ENSMFAG00000020756	snoRNA	RF00089
ENSMFAG00000020795	protein_coding	GLYAT
ENSMFAG00000020876	misc_RNA	RF02206
ENSMFAG00000020907	miRNA	
ENSMFAG00000020936	snoRNA	RF00191
ENSMFAG00000021204	protein_coding	CHRM4
ENSMFAG00000021350	rRNA	RF00001
ENSMFAG00000021613	protein_coding	
ENSMFAG00000022190	misc_RNA	RF00017
ENSMFAG00000022464	snRNA	RF00026
ENSMFAG00000023375	misc_RNA	RF00017
ENSMFAG00000023569	misc_RNA	RF00100
ENSMFAG00000024221	snRNA	RF00026
ENSMFAG00000025211	protein_coding	CCDC179
ENSMFAG00000025476	protein_coding	FLRT1
ENSMFAG00000025715	protein_coding	OR8K1
ENSMFAG00000025977	protein_coding	
ENSMFAG00000026936	protein_coding	SOX6
ENSMFAG00000027126	protein_coding	
ENSMFAG00000027292	protein_coding	OR4A47
ENSMFAG00000027422	protein_coding	
ENSMFAG00000028289	protein_coding	
ENSMFAG00000028315	protein_coding	
ENSMFAG00000028402	protein_coding	LRRC10B
ENSMFAG00000028600	protein_coding	
ENSMFAG00000028626	protein_coding	CHRM1
ENSMFAG00000028668	protein_coding	
ENSMFAG00000028688	protein_coding	PTGDR2
ENSMFAG00000028838	protein_coding	
ENSMFAG00000029104	protein_coding	
ENSMFAG00000029332	snoRNA	RF00408
ENSMFAG00000029426	protein_coding	RAG2
ENSMFAG00000029447	protein_coding	EHF
ENSMFAG00000029506	protein_coding	
ENSMFAG00000029516	protein_coding	CSTF3
ENSMFAG00000029569	protein_coding	
ENSMFAG00000029620	protein_coding	OR4S2
ENSMFAG00000029685	protein_coding	YPEL4
ENSMFAG00000029764	protein_coding	
ENSMFAG00000029977	protein_coding	OR5B21
ENSMFAG00000030043	protein_coding	ARFGAP2
ENSMFAG00000030143	protein_coding	TMEM223
ENSMFAG00000030196	protein_coding	OR5A1
ENSMFAG00000030255	protein_coding	APLNR
ENSMFAG00000030265	protein_coding	RTN3
ENSMFAG00000030278	protein_coding	
ENSMFAG00000030337	protein_coding	
ENSMFAG00000030348	protein_coding	OR5A2
ENSMFAG00000030397	protein_coding	C11orf96
ENSMFAG00000030409	protein_coding	SLC22A8
ENSMFAG00000030415	protein_coding	IMMP1L
ENSMFAG00000030428	protein_coding	
ENSMFAG00000030452	protein_coding	MS4A18
ENSMFAG00000030539	protein_coding	BTBD18
ENSMFAG00000030550	protein_coding	DAGLA
ENSMFAG00000030573	protein_coding	LRRC4C
ENSMFAG00000030628	protein_coding	
ENSMFAG00000030651	pseudogene	
ENSMFAG00000030654	protein_coding	
ENSMFAG00000030746	protein_coding	WT1
ENSMFAG00000030758	protein_coding	DEPDC7
ENSMFAG00000030794	protein_coding	
ENSMFAG00000030819	snoRNA	RF00085
ENSMFAG00000030912	protein_coding	TAF6L
ENSMFAG00000030974	protein_coding	HSD17B12
ENSMFAG00000031001	protein_coding	BSCL2
ENSMFAG00000031047	protein_coding	CREB3L1
ENSMFAG00000031067	protein_coding	NDUFS3
ENSMFAG00000031146	protein_coding	C11orf94
ENSMFAG00000031212	protein_coding	INTS5
ENSMFAG00000031334	protein_coding	ALKBH3
ENSMFAG00000031416	protein_coding	APIP
ENSMFAG00000031493	protein_coding	CTNND1
ENSMFAG00000031545	protein_coding	ZDHHC5
ENSMFAG00000031558	protein_coding	INCENP
ENSMFAG00000031723	protein_coding	DDB2
ENSMFAG00000031912	protein_coding	CCDC34
ENSMFAG00000031977	protein_coding	F2
ENSMFAG00000032004	protein_coding	NUP160
ENSMFAG00000032054	protein_coding	SCGB1D1
ENSMFAG00000032089	protein_coding	SCGB1D2
ENSMFAG00000032124	protein_coding	RPS13
ENSMFAG00000032211	protein_coding	DGKZ
ENSMFAG00000032262	protein_coding	SLC3A2
ENSMFAG00000032266	protein_coding	
ENSMFAG00000032321	protein_coding	TSG101
ENSMFAG00000032323	protein_coding	CSKMT
ENSMFAG00000032353	protein_coding	
ENSMFAG00000032359	protein_coding	PLA2G16
ENSMFAG00000032443	protein_coding	ANO3
ENSMFAG00000032452	protein_coding	MARK2
ENSMFAG00000032640	protein_coding	DBX1
ENSMFAG00000032712	protein_coding	TKFC
ENSMFAG00000032818	protein_coding	HTATIP2
ENSMFAG00000032867	protein_coding	FAM111B
ENSMFAG00000032872	protein_coding	CD59
ENSMFAG00000032928	protein_coding	KBTBD4
ENSMFAG00000032995	protein_coding	GTF2H1
ENSMFAG00000033061	protein_coding	MS4A6A
ENSMFAG00000033085	protein_coding	MS4A4A
ENSMFAG00000033094	protein_coding	SLC43A3
ENSMFAG00000033154	protein_coding	BEST1
ENSMFAG00000033195	protein_coding	CHST1
ENSMFAG00000033206	protein_coding	MS4A4E
ENSMFAG00000033217	protein_coding	SLC35C1
ENSMFAG00000033556	miRNA	MIR129-2
ENSMFAG00000033567	miRNA	
ENSMFAG00000033635	protein_coding	
ENSMFAG00000033654	protein_coding	OTUB1
ENSMFAG00000033659	protein_coding	PIK3C2A
ENSMFAG00000033674	protein_coding	POLR2G
ENSMFAG00000033693	protein_coding	CD6
ENSMFAG00000033718	protein_coding	TTC17
ENSMFAG00000033847	pseudogene	
ENSMFAG00000033872	protein_coding	STX3
ENSMFAG00000033907	protein_coding	SERPING1
ENSMFAG00000034118	protein_coding	NAA40
ENSMFAG00000034162	protein_coding	WDR74
ENSMFAG00000034262	protein_coding	MED19
ENSMFAG00000034294	protein_coding	LGR4
ENSMFAG00000034300	protein_coding	PTPN5
ENSMFAG00000034480	protein_coding	
ENSMFAG00000034754	misc_RNA	RF00019
ENSMFAG00000034819	snRNA	RF00004
ENSMFAG00000034911	misc_RNA	RF02205
ENSMFAG00000035178	protein_coding	RARRES3
ENSMFAG00000035196	protein_coding	OR5AN1
ENSMFAG00000035320	snoRNA	RF00086
ENSMFAG00000035363	protein_coding	TP53I11
ENSMFAG00000035478	protein_coding	TMEM258
ENSMFAG00000035484	protein_coding	SELENOH
ENSMFAG00000035492	protein_coding	BAD
ENSMFAG00000035680	protein_coding	ATL3
ENSMFAG00000035741	protein_coding	CD82
ENSMFAG00000035840	protein_coding	NELL1
ENSMFAG00000035952	protein_coding	ABCC8
ENSMFAG00000035999	protein_coding	VPS37C
ENSMFAG00000036054	protein_coding	TEX54
ENSMFAG00000036056	protein_coding	MS4A15
ENSMFAG00000036174	protein_coding	TCP11L1
ENSMFAG00000036275	miRNA	
ENSMFAG00000036351	protein_coding	ASRGL1
ENSMFAG00000036562	protein_coding	TMEM86A
ENSMFAG00000036575	protein_coding	ZNF408
ENSMFAG00000036605	protein_coding	
ENSMFAG00000036696	protein_coding	FAM111A
ENSMFAG00000036736	protein_coding	INSC
ENSMFAG00000036743	protein_coding	PRPF19
ENSMFAG00000036746	protein_coding	HRASLS2
ENSMFAG00000036759	protein_coding	CCDC86
ENSMFAG00000036791	pseudogene	
ENSMFAG00000036828	protein_coding	TRPT1
ENSMFAG00000036829	protein_coding	PSMA1
ENSMFAG00000036912	protein_coding	ARHGAP1
ENSMFAG00000036915	protein_coding	MTCH2
ENSMFAG00000036941	protein_coding	DNAJC4
ENSMFAG00000036997	protein_coding	TTC9C
ENSMFAG00000037025	protein_coding	FADS1
ENSMFAG00000037034	protein_coding	SLC5A12
ENSMFAG00000037050	protein_coding	CALCB
ENSMFAG00000037169	protein_coding	VWCE
ENSMFAG00000037334	protein_coding	SAAL1
ENSMFAG00000037362	protein_coding	TMEM179B
ENSMFAG00000037382	protein_coding	SDHAF2
ENSMFAG00000037575	protein_coding	B3GAT3
ENSMFAG00000037614	protein_coding	EML3
ENSMFAG00000037659	protein_coding	AHNAK
ENSMFAG00000037679	protein_coding	API5
ENSMFAG00000037738	protein_coding	KIAA1549L
ENSMFAG00000037957	protein_coding	RAPSN
ENSMFAG00000037974	protein_coding	MUC15
ENSMFAG00000038053	protein_coding	PRMT3
ENSMFAG00000038074	protein_coding	NUCB2
ENSMFAG00000038106	protein_coding	SAA4
ENSMFAG00000038190	protein_coding	
ENSMFAG00000038200	miRNA	
ENSMFAG00000038208	protein_coding	SLC15A3
ENSMFAG00000038224	protein_coding	OR4X2
ENSMFAG00000038273	protein_coding	CAPRIN1
ENSMFAG00000038288	protein_coding	ATG13
ENSMFAG00000038395	protein_coding	
ENSMFAG00000038437	protein_coding	C14H11orf49
ENSMFAG00000038539	protein_coding	
ENSMFAG00000038644	protein_coding	RTN4RL2
ENSMFAG00000038672	protein_coding	TCN1
ENSMFAG00000038749	protein_coding	
ENSMFAG00000038993	protein_coding	LMO2
ENSMFAG00000039053	pseudogene	
ENSMFAG00000039149	protein_coding	RCOR2
ENSMFAG00000039225	protein_coding	HRASLS5
ENSMFAG00000039283	protein_coding	GAS2
ENSMFAG00000039354	protein_coding	GNG3
ENSMFAG00000039377	protein_coding	PACSIN3
ENSMFAG00000039430	protein_coding	MYOD1
ENSMFAG00000039452	protein_coding	MYRF
ENSMFAG00000039521	protein_coding	PRG3
ENSMFAG00000039619	protein_coding	MADD
ENSMFAG00000039641	protein_coding	MS4A14
ENSMFAG00000039724	protein_coding	GIF
ENSMFAG00000039808	protein_coding	FSHB
ENSMFAG00000039811	protein_coding	MS4A3
ENSMFAG00000039883	protein_coding	C1QTNF4
ENSMFAG00000040017	protein_coding	TRAF6
ENSMFAG00000040155	protein_coding	
ENSMFAG00000040202	protein_coding	SLC6A5
ENSMFAG00000040232	miRNA	
ENSMFAG00000040379	protein_coding	SLC17A6
ENSMFAG00000040428	miRNA	MIR611
